global_id,prompt_id,annotator_name,nli_tag,p_value,label,label_span_percentage,num_of_spans
118,226,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,0.0,0
118,226,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
118,226,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.13,3
118,226,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.0,0
119,36,anonymous_annotator_1,Vanilla GPTJ,0.96,Off-prompt,0.28,1
119,36,anonymous_annotator_1,Vanilla GPTJ,0.96,Self-Contradiction,0.17,1
119,36,anonymous_annotator_1,Vanilla GPTJ,0.96,Incoherent,0.06,1
119,36,anonymous_annotator_1,Vanilla GPTJ,0.96,Redundant,0.0,0
119,36,anonymous_annotator_2,Vanilla GPTJ,0.96,Off-prompt,0.56,1
119,36,anonymous_annotator_2,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
119,36,anonymous_annotator_2,Vanilla GPTJ,0.96,Incoherent,0.06,1
119,36,anonymous_annotator_2,Vanilla GPTJ,0.96,Redundant,0.0,0
120,15,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
120,15,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.21,1
120,15,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
120,15,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.12,2
120,15,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.39,1
120,15,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.1,1
120,15,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
120,15,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.01,1
121,348,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
121,348,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
121,348,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.0,0
121,348,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.0,0
121,348,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
121,348,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
121,348,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.0,0
121,348,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.0,0
122,253,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,0.19,1
122,253,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
122,253,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.0,0
122,253,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.0,0
122,253,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.0,0
122,253,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
122,253,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
122,253,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
123,245,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,0.0,0
123,245,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.07,1
123,245,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.14,1
123,245,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.0,0
123,245,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,0.0,0
123,245,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.07,2
123,245,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.09,1
123,245,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.0,0
124,167,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
124,167,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
124,167,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
124,167,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.13,1
124,167,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
124,167,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
124,167,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.0,0
124,167,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.0,0
125,271,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,1.0,1
125,271,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
125,271,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.0,0
125,271,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.17,1
125,271,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,1.0,1
125,271,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
125,271,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
125,271,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
127,334,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.39,1
127,334,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
127,334,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.0,0
127,334,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.0,0
127,334,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.39,1
127,334,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
127,334,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.11,1
127,334,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.0,0
129,381,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
129,381,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
129,381,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.09,1
129,381,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.09,1
129,381,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.65,1
129,381,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
129,381,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.0,0
129,381,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.09,1
130,144,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.32999999999999996,2
130,144,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
130,144,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
130,144,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.0,0
130,144,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.68,2
130,144,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
130,144,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.13,1
130,144,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.0,0
133,74,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
133,74,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
133,74,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
133,74,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.07,2
133,74,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.1,1
133,74,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
133,74,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
133,74,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.12,3
134,120,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
134,120,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
134,120,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.23,1
134,120,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.0,0
134,120,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
134,120,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
134,120,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.29,1
134,120,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.0,0
136,49,anonymous_annotator_1,Vanilla GPTJ,0.96,Off-prompt,0.16,1
136,49,anonymous_annotator_1,Vanilla GPTJ,0.96,Self-Contradiction,0.16,1
136,49,anonymous_annotator_1,Vanilla GPTJ,0.96,Incoherent,0.0,0
136,49,anonymous_annotator_1,Vanilla GPTJ,0.96,Redundant,0.08,2
136,49,anonymous_annotator_2,Vanilla GPTJ,0.96,Off-prompt,0.0,0
136,49,anonymous_annotator_2,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
136,49,anonymous_annotator_2,Vanilla GPTJ,0.96,Incoherent,0.0,0
136,49,anonymous_annotator_2,Vanilla GPTJ,0.96,Redundant,0.12,2
138,233,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,1.0,2
138,233,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
138,233,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.0,0
138,233,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.0,0
138,233,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,0.82,1
138,233,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
138,233,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.0,0
138,233,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.0,0
139,386,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
139,386,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
139,386,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.0,0
139,386,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.14,1
139,386,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
139,386,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
139,386,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.24,1
139,386,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.0,0
141,190,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.6500000000000001,3
141,190,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.07,1
141,190,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
141,190,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.53,1
141,190,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
141,190,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
141,190,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.0,0
141,190,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.63,1
142,319,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.27,1
142,319,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
142,319,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
142,319,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.21,1
142,319,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.21,1
142,319,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
142,319,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.13,1
142,319,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.09,1
143,392,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
143,392,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
143,392,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.0,0
143,392,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.0,0
143,392,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
143,392,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
143,392,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.0,0
143,392,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.0,0
144,171,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
144,171,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
144,171,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
144,171,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.12,1
144,171,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
144,171,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
144,171,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.0,0
144,171,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.12,1
145,370,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
145,370,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
145,370,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
145,370,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.02,1
145,370,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.33,1
145,370,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
145,370,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.0,0
145,370,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.0,0
146,51,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.32,1
146,51,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
146,51,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
146,51,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.0,0
146,51,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.38,2
146,51,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
146,51,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.08,1
146,51,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.0,0
147,185,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
147,185,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
147,185,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
147,185,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.0,0
147,185,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
147,185,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
147,185,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.0,0
147,185,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.27,2
148,112,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
148,112,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
148,112,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
148,112,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.03,3
148,112,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
148,112,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
148,112,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.2,1
148,112,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.31,3
149,82,anonymous_annotator_1,Vanilla GPTJ,0.96,Off-prompt,0.93,2
149,82,anonymous_annotator_1,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
149,82,anonymous_annotator_1,Vanilla GPTJ,0.96,Incoherent,0.07,1
149,82,anonymous_annotator_1,Vanilla GPTJ,0.96,Redundant,0.0,0
149,82,anonymous_annotator_2,Vanilla GPTJ,0.96,Off-prompt,0.55,1
149,82,anonymous_annotator_2,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
149,82,anonymous_annotator_2,Vanilla GPTJ,0.96,Incoherent,0.45,1
149,82,anonymous_annotator_2,Vanilla GPTJ,0.96,Redundant,0.0,0
150,191,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
150,191,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
150,191,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
150,191,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.0,0
150,191,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.66,1
150,191,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
150,191,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.0,0
150,191,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.0,0
151,6,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
151,6,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.11,1
151,6,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
151,6,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.42,1
151,6,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.0,0
151,6,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
151,6,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
151,6,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.42,1
152,221,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,0.0,0
152,221,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
152,221,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.0,0
152,221,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.0,0
152,221,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.0,0
152,221,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
152,221,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
152,221,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
153,189,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,1.0,1
153,189,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
153,189,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
153,189,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.0,0
153,189,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,1.0,1
153,189,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
153,189,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.25,1
153,189,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.0,0
154,62,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
154,62,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
154,62,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
154,62,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.0,0
154,62,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.0,0
154,62,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
154,62,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
154,62,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.0,0
155,16,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.09,1
155,16,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.17,1
155,16,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
155,16,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.0,0
155,16,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.08,1
155,16,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.26,1
155,16,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
155,16,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.0,0
156,123,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
156,123,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
156,123,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
156,123,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.0,0
156,123,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
156,123,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
156,123,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.04,1
156,123,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.0,0
157,87,anonymous_annotator_1,Vanilla GPTJ,0.96,Off-prompt,0.0,0
157,87,anonymous_annotator_1,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
157,87,anonymous_annotator_1,Vanilla GPTJ,0.96,Incoherent,0.0,0
157,87,anonymous_annotator_1,Vanilla GPTJ,0.96,Redundant,0.0,0
157,87,anonymous_annotator_2,Vanilla GPTJ,0.96,Off-prompt,0.0,0
157,87,anonymous_annotator_2,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
157,87,anonymous_annotator_2,Vanilla GPTJ,0.96,Incoherent,0.0,0
157,87,anonymous_annotator_2,Vanilla GPTJ,0.96,Redundant,0.0,0
158,151,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
158,151,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
158,151,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
158,151,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.24,3
158,151,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.64,2
158,151,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
158,151,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.0,0
158,151,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.22,2
159,224,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,1.0,2
159,224,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
159,224,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.0,0
159,224,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.32,1
159,224,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.62,2
159,224,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
159,224,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
159,224,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.32,1
160,275,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,0.0,0
160,275,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
160,275,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.09,2
160,275,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.0,0
160,275,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,0.0,0
160,275,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
160,275,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.19,1
160,275,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.0,0
161,102,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.37,2
161,102,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
161,102,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
161,102,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.1,1
161,102,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.26,1
161,102,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
161,102,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.0,0
161,102,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.1,1
162,262,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,0.0,0
162,262,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
162,262,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.0,0
162,262,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.0,0
162,262,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.0,0
162,262,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
162,262,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
162,262,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
163,239,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,0.65,1
163,239,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
163,239,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.0,0
163,239,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.0,0
163,239,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,0.25,1
163,239,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
163,239,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.0,0
163,239,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.0,0
164,110,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
164,110,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
164,110,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
164,110,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.24,1
164,110,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.43,1
164,110,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
164,110,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.0,0
164,110,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.14,1
165,182,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
165,182,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
165,182,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.15,1
165,182,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.0,0
165,182,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
165,182,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
